日期,委托时间,品种,股票代码,买卖类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2024-5-30,13:00:00,股票,*ST西发(000752.XSHE),卖,市价单,-5000股,6.78,-33900,-5000股,-,500,21.95,全部成交,2024-5-30 13:00
2024-5-31,13:00:00,股票,ST恒久(002808.XSHE),卖,市价单,-15800股,2.06,-32548,-15800股,-,-2528,21.27,全部成交,2024-5-31 13:00
2024-5-31,13:00:00,股票,*ST美讯(600898.XSHG),卖,市价单,-28100股,1.1,-30910,-28100股,-,-1686,20.46,全部成交,2024-5-31 13:00
2024-6-3,9:30:00,股票,*ST贤丰(002141.XSHE),买,市价单,29700股,1.1,32670,29700股,-,0,5,全部成交,2024-6-3 9:30
2024-6-3,9:30:00,股票,ST熊猫(600599.XSHG),买,市价单,3100股,10.17,31527,3100股,-,0,5,全部成交,2024-6-3 9:30
2024-6-4,9:30:00,股票,*ST傲农(603363.XSHG),买,市价单,7300股,4.54,33142,7300股,-,0,5,全部成交,2024-6-4 9:30
2024-6-4,13:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-17900股,1.76,-31504,-17900股,-,-3580,20.75,全部成交,2024-6-4 13:00
2024-6-5,14:55:00,股票,ST熊猫(600599.XSHG),卖,市价单,-3100股,10.16,-31496,-3100股,-,-31,20.75,全部成交,2024-6-5 14:55
2024-6-6,9:30:00,股票,*ST东园(002310.XSHE),买,市价单,22000股,1.43,31460,22000股,-,0,5,全部成交,2024-6-6 9:30
2024-6-11,13:00:00,股票,*ST贤丰(002141.XSHE),卖,市价单,-29700股,0.96,-28512,-29700股,-,-4158,19.26,全部成交,2024-6-11 13:00
2024-6-11,13:00:00,股票,*ST东园(002310.XSHE),卖,市价单,-22000股,1.35,-29700,-22000股,-,-1760,19.85,全部成交,2024-6-11 13:00
2024-6-12,9:30:00,股票,*ST京蓝(000711.XSHE),买,市价单,15500股,1.92,29760,15500股,-,0,5,全部成交,2024-6-12 9:30
2024-6-12,13:00:00,股票,*ST傲农(603363.XSHG),卖,市价单,-7300股,4.26,-31098,-7300股,-,-2044,20.55,全部成交,2024-6-12 13:00
2024-6-13,13:00:00,股票,*ST京蓝(000711.XSHE),卖,市价单,-15500股,1.94,-30070,-15500股,-,310,20.04,全部成交,2024-6-13 13:00
2024-6-14,9:30:00,股票,*ST东园(002310.XSHE),买,市价单,21600股,1.4,30240,21600股,-,0,5,全部成交,2024-6-14 9:30
2024-6-17,13:00:00,股票,*ST东园(002310.XSHE),卖,市价单,-21600股,1.52,-32832,-21600股,-,2592,21.42,全部成交,2024-6-17 13:00
2024-6-18,9:30:00,股票,*ST东园(002310.XSHE),买,市价单,20300股,1.52,30856,20300股,-,0,5,全部成交,2024-6-18 9:30
2024-6-18,9:30:00,股票,ST加加(002650.XSHE),买,市价单,16100股,1.91,30751,16100股,-,0,5,全部成交,2024-6-18 9:30
2024-6-18,9:30:00,股票,ST瑞德(600666.XSHG),买,市价单,23900股,1.3,31070,23900股,-,0,5,全部成交,2024-6-18 9:30
2024-6-19,13:00:00,股票,ST瑞德(600666.XSHG),卖,市价单,-23900股,1.4,-33460,-23900股,-,2390,21.73,全部成交,2024-6-19 13:00
2024-6-19,14:00:00,股票,*ST东园(002310.XSHE),卖,市价单,-20300股,1.55,-31465,-20300股,-,609,20.73,全部成交,2024-6-19 14:00
2024-6-20,9:30:00,股票,*ST海越(600387.XSHG),买,市价单,11900股,2.68,31892,11900股,-,0,5,全部成交,2024-6-20 9:30
2024-6-20,9:30:00,股票,ST瑞德(600666.XSHG),买,市价单,23300股,1.38,32154,23300股,-,0,5,全部成交,2024-6-20 9:30
2024-6-20,9:30:00,股票,ST红太阳(000525.XSHE),买,市价单,5200股,6.1,31720,5200股,-,0,5,全部成交,2024-6-20 9:30
2024-6-20,13:00:00,股票,ST加加(002650.XSHE),卖,市价单,-16100股,2.16,-34776,-16100股,-,4025,22.39,全部成交,2024-6-20 13:00
2024-6-21,9:30:00,股票,*ST鹏博(600804.XSHG),买,市价单,25000股,1.39,34750,25000股,-,0,5,全部成交,2024-6-21 9:30
2024-6-21,13:00:00,股票,ST瑞德(600666.XSHG),卖,市价单,-23300股,1.38,-32154,-23300股,-,0,21.08,全部成交,2024-6-21 13:00
2024-6-21,14:00:00,股票,*ST海越(600387.XSHG),卖,市价单,-11900股,2.56,-30464,-11900股,-,-1428,20.23,全部成交,2024-6-21 14:00
2024-6-21,14:55:00,股票,ST红太阳(000525.XSHE),卖,市价单,-5200股,6.1,-31720,-5200股,-,0,20.86,全部成交,2024-6-21 14:55
2024-6-24,13:00:00,股票,*ST鹏博(600804.XSHG),卖,市价单,-0股,--,0,-25000股,-,0,0,已撤单,2024-6-24 13:00
2024-6-24,14:00:00,股票,*ST鹏博(600804.XSHG),卖,市价单,-0股,--,0,-25000股,-,0,0,已撤单,2024-6-24 14:00
2024-6-24,14:55:00,股票,*ST鹏博(600804.XSHG),卖,市价单,-0股,--,0,-25000股,-,0,0,已撤单,2024-6-24 14:55
2024-6-25,9:30:00,股票,ST三圣(002742.XSHE),买,市价单,19100股,1.64,31324,19100股,-,0,5,全部成交,2024-6-25 9:30
2024-6-26,14:00:00,股票,ST三圣(002742.XSHE),卖,市价单,-19100股,1.68,-32088,-19100股,-,764,21.04,全部成交,2024-6-26 14:00
2024-6-27,13:00:00,股票,*ST鹏博(600804.XSHG),卖,市价单,-25000股,1.32,-33000,-25000股,-,-1750,21.5,全部成交,2024-6-27 13:00
2024-7-2,9:30:00,股票,*ST同洲(002052.XSHE),买,市价单,31000股,1.03,31930,31000股,-,0,5,全部成交,2024-7-2 9:30
2024-7-2,9:30:00,股票,ST德豪(002005.XSHE),买,市价单,30100股,1.06,31906,30100股,-,0,5,全部成交,2024-7-2 9:30
2024-7-2,9:30:00,股票,ST康美(600518.XSHG),买,市价单,16700股,1.91,31897,16700股,-,0,5,全部成交,2024-7-2 9:30
2024-7-3,13:00:00,股票,*ST同洲(002052.XSHE),卖,市价单,-31000股,1.03,-31930,-31000股,-,0,20.96,全部成交,2024-7-3 13:00
2024-7-4,9:30:00,股票,ST万林(603117.XSHG),买,市价单,6800股,4.68,31824,6800股,-,0,5,全部成交,2024-7-4 9:30
2024-7-5,9:30:00,股票,*ST名家(300506.XSHE),买,市价单,18500股,1.74,32190,18500股,-,0,5,全部成交,2024-7-5 9:30
2024-7-5,13:00:00,股票,ST德豪(002005.XSHE),卖,市价单,-30100股,1.01,-30401,-30100股,-,-1505,20.2,全部成交,2024-7-5 13:00
2024-7-5,13:00:00,股票,康美药业(600518.XSHG),卖,市价单,-16700股,2.16,-36072,-16700股,-,4175,23.04,全部成交,2024-7-5 13:00
2024-7-5,13:00:00,股票,ST万林(603117.XSHG),卖,市价单,-6800股,4.86,-33048,-6800股,-,1224,21.52,全部成交,2024-7-5 13:00
2024-7-8,14:00:00,股票,*ST名家(300506.XSHE),卖,市价单,-18500股,1.68,-31080,-18500股,-,-1110,20.54,全部成交,2024-7-8 14:00
2024-7-9,9:30:00,股票,*ST吉药(300108.XSHE),买,市价单,23600股,1.38,32568,23600股,-,0,5,全部成交,2024-7-9 9:30
2024-7-9,9:30:00,股票,*ST宁科(600165.XSHG),买,市价单,17500股,1.86,32550,17500股,-,0,5,全部成交,2024-7-9 9:30
2024-7-9,9:30:00,股票,*ST同洲(002052.XSHE),买,市价单,30800股,1.06,32648,30800股,-,0,5,全部成交,2024-7-9 9:30
2024-7-9,9:30:00,股票,*ST西发(000752.XSHE),买,市价单,4500股,7.16,32220,4500股,-,0,5,全部成交,2024-7-9 9:30
2024-7-10,13:00:00,股票,*ST吉药(300108.XSHE),卖,市价单,-23600股,1.38,-32568,-23600股,-,0,21.28,全部成交,2024-7-10 13:00
2024-7-10,13:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-0股,--,0,-17500股,-,0,0,已撤单,2024-7-10 13:00
2024-7-10,14:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-0股,--,0,-17500股,-,0,0,已撤单,2024-7-10 14:00
2024-7-10,14:00:00,股票,*ST西发(000752.XSHE),卖,市价单,-4500股,7.16,-32220,-4500股,-,0,21.11,全部成交,2024-7-10 14:00
2024-7-10,14:55:00,股票,*ST宁科(600165.XSHG),卖,市价单,-0股,--,0,-17500股,-,0,0,已撤单,2024-7-10 14:55
2024-7-11,9:30:00,股票,ST西钢(600117.XSHG),买,市价单,14700股,2.22,32634,14700股,-,0,5,全部成交,2024-7-11 9:30
2024-7-11,13:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-17500股,1.9,-33250,-17500股,-,700,21.62,全部成交,2024-7-11 13:00
2024-7-12,9:30:00,股票,*ST九有(600462.XSHG),买,市价单,24000股,1.38,33120,24000股,-,0,5,全部成交,2024-7-12 9:30
2024-7-12,13:00:00,股票,*ST同洲(002052.XSHE),卖,市价单,-30800股,1.14,-35112,-30800股,-,2464,22.56,全部成交,2024-7-12 13:00
2024-7-12,13:00:00,股票,ST西钢(600117.XSHG),卖,市价单,-14700股,2.38,-34986,-14700股,-,2352,22.49,全部成交,2024-7-12 13:00
2024-7-15,9:30:00,股票,ST中装(002822.XSHE),买,市价单,28800股,1.19,34272,28800股,-,0,5,全部成交,2024-7-15 9:30
2024-7-15,9:30:00,股票,ST证通(002197.XSHE),买,市价单,9600股,3.54,33984,9600股,-,0,5,全部成交,2024-7-15 9:30
2024-7-15,9:30:00,股票,ST永悦(603879.XSHG),买,市价单,14500股,2.36,34220,14500股,-,0,5,全部成交,2024-7-15 9:30
2024-7-15,13:00:00,股票,*ST九有(600462.XSHG),卖,市价单,-24000股,1.4,-33600,-24000股,-,480,21.8,全部成交,2024-7-15 13:00
2024-7-16,9:30:00,股票,*ST迪威(300167.XSHE),买,市价单,20200股,1.68,33936,20200股,-,0,5,全部成交,2024-7-16 9:30
2024-7-16,13:00:00,股票,ST证通(002197.XSHE),卖,市价单,-9600股,3.72,-35712,-9600股,-,1728,22.86,全部成交,2024-7-16 13:00
2024-7-16,13:00:00,股票,ST永悦(603879.XSHG),卖,市价单,-14500股,2.6,-37700,-14500股,-,3480,23.85,全部成交,2024-7-16 13:00
2024-7-17,9:30:00,股票,ST永悦(603879.XSHG),买,市价单,14000股,2.62,36680,14000股,-,0,5,全部成交,2024-7-17 9:30
2024-7-17,9:30:00,股票,ST八菱(002592.XSHE),买,市价单,8600股,4.26,36636,8600股,-,0,5,全部成交,2024-7-17 9:30
2024-7-17,14:00:00,股票,ST中装(002822.XSHE),卖,市价单,-28800股,1.38,-39744,-28800股,-,5472,24.87,全部成交,2024-7-17 14:00
2024-7-18,9:30:00,股票,ST中装(002822.XSHE),买,市价单,28600股,1.39,39754,28600股,-,0,5,全部成交,2024-7-18 9:30
2024-7-18,13:00:00,股票,ST永悦(603879.XSHG),卖,市价单,-0股,--,0,-14000股,-,0,0,已撤单,2024-7-18 13:00
2024-7-18,14:00:00,股票,ST永悦(603879.XSHG),卖,市价单,-0股,--,0,-14000股,-,0,0,已撤单,2024-7-18 14:00
2024-7-18,14:55:00,股票,ST永悦(603879.XSHG),卖,市价单,-0股,--,0,-14000股,-,0,0,已撤单,2024-7-18 14:55
2024-7-19,13:00:00,股票,ST八菱(002592.XSHE),卖,市价单,-8600股,4.12,-35432,-8600股,-,-1204,22.72,全部成交,2024-7-19 13:00
2024-7-19,13:00:00,股票,ST中装(002822.XSHE),卖,市价单,-28600股,1.33,-38038,-28600股,-,-1716,24.02,全部成交,2024-7-19 13:00
2024-7-19,14:00:00,股票,*ST迪威(300167.XSHE),卖,市价单,-20200股,1.7,-34340,-20200股,-,404,22.17,全部成交,2024-7-19 14:00
2024-7-22,9:30:00,股票,ST天邦(002124.XSHE),买,市价单,14900股,2.4,35760,14900股,-,0,5,全部成交,2024-7-22 9:30
2024-7-23,9:30:00,股票,ST特信(000070.XSHE),买,市价单,8100股,4.42,35802,8100股,-,0,5,全部成交,2024-7-23 9:30
2024-7-23,9:30:00,股票,ST数源(000909.XSHE),买,市价单,10000股,3.6,36000,10000股,-,0,5,全部成交,2024-7-23 9:30
2024-7-23,13:00:00,股票,ST永悦(603879.XSHG),卖,市价单,-14000股,2.7,-37800,-14000股,-,1120,23.9,全部成交,2024-7-23 13:00
2024-7-23,13:00:00,股票,ST天邦(002124.XSHE),卖,市价单,-14900股,2.3,-34270,-14900股,-,-1490,22.14,全部成交,2024-7-23 13:00
2024-7-24,9:30:00,股票,ST华微(600360.XSHG),买,市价单,8800股,4.08,35904,8800股,-,0,5,全部成交,2024-7-24 9:30
2024-7-24,9:30:00,股票,*ST博信(600083.XSHG),买,市价单,17900股,2.01,35979,17900股,-,0,5,全部成交,2024-7-24 9:30
2024-7-24,13:00:00,股票,ST特信(000070.XSHE),卖,市价单,-8100股,4.51,-36531,-8100股,-,729,23.27,全部成交,2024-7-24 13:00
2024-7-24,14:00:00,股票,ST数源(000909.XSHE),卖,市价单,-10000股,3.49,-34900,-10000股,-,-1100,22.45,全部成交,2024-7-24 14:00
2024-7-25,9:30:00,股票,ST美谷(000615.XSHE),买,市价单,17400股,2.06,35844,17400股,-,0,5,全部成交,2024-7-25 9:30
2024-7-25,9:30:00,股票,ST中珠(600568.XSHG),买,市价单,27500股,1.3,35750,27500股,-,0,5,全部成交,2024-7-25 9:30
2024-7-25,13:00:00,股票,*ST博信(600083.XSHG),卖,市价单,-17900股,2.02,-36158,-17900股,-,179,23.08,全部成交,2024-7-25 13:00
2024-7-26,9:30:00,股票,ST高鸿(000851.XSHE),买,市价单,17100股,2.12,36252,17100股,-,0,5,全部成交,2024-7-26 9:30
2024-7-26,13:00:00,股票,ST华微(600360.XSHG),卖,市价单,-8800股,3.74,-32912,-8800股,-,-2992,21.46,全部成交,2024-7-26 13:00
2024-7-26,14:00:00,股票,ST中珠(600568.XSHG),卖,市价单,-27500股,1.3,-35750,-27500股,-,0,22.88,全部成交,2024-7-26 14:00
2024-7-29,9:30:00,股票,*ST吉药(300108.XSHE),买,市价单,23300股,1.48,34484,23300股,-,0,5,全部成交,2024-7-29 9:30
2024-7-29,9:30:00,股票,ST中装(002822.XSHE),买,市价单,21100股,1.62,34182,21100股,-,0,5,全部成交,2024-7-29 9:30
2024-7-30,13:00:00,股票,*ST吉药(300108.XSHE),卖,市价单,-23300股,1.7,-39610,-23300股,-,5126,24.8,全部成交,2024-7-30 13:00
2024-7-30,13:00:00,股票,ST中装(002822.XSHE),卖,市价单,-21100股,1.78,-37558,-21100股,-,3376,23.78,全部成交,2024-7-30 13:00
2024-7-31,9:30:00,股票,ST中装(002822.XSHE),买,市价单,23000股,1.67,38410,23000股,-,0,5,全部成交,2024-7-31 9:30
2024-7-31,9:30:00,股票,ST永悦(603879.XSHG),买,市价单,14900股,2.58,38442,14900股,-,0,5,全部成交,2024-7-31 9:30
2024-7-31,13:00:00,股票,ST高鸿(000851.XSHE),卖,市价单,-0股,--,0,-17100股,-,0,0,已撤单,2024-7-31 13:00
2024-7-31,14:00:00,股票,ST高鸿(000851.XSHE),卖,市价单,-0股,--,0,-17100股,-,0,0,已撤单,2024-7-31 14:00
2024-7-31,14:55:00,股票,ST高鸿(000851.XSHE),卖,市价单,-0股,--,0,-17100股,-,0,0,已撤单,2024-7-31 14:55
2024-8-1,13:00:00,股票,ST中装(002822.XSHE),卖,市价单,-23000股,1.78,-40940,-23000股,-,2530,25.47,全部成交,2024-8-1 13:00
2024-8-1,13:00:00,股票,ST永悦(603879.XSHG),卖,市价单,-14900股,2.64,-39336,-14900股,-,894,24.67,全部成交,2024-8-1 13:00
2024-8-1,14:55:00,股票,ST美谷(000615.XSHE),卖,市价单,-17400股,2.06,-35844,-17400股,-,0,22.92,全部成交,2024-8-1 14:55
2024-8-2,9:30:00,股票,ST明诚(600136.XSHG),买,市价单,26900股,1.44,38736,26900股,-,0,5,全部成交,2024-8-2 9:30
2024-8-5,9:30:00,股票,*ST博信(600083.XSHG),买,市价单,18900股,2.05,38745,18900股,-,0,5,全部成交,2024-8-5 9:30
2024-8-5,13:00:00,股票,ST高鸿(000851.XSHE),卖,市价单,-17100股,2.43,-41553,-17100股,-,5301,25.78,全部成交,2024-8-5 13:00
2024-8-5,14:00:00,股票,ST明诚(600136.XSHG),卖,市价单,-26900股,1.38,-37122,-26900股,-,-1614,23.56,全部成交,2024-8-5 14:00
2024-8-6,9:30:00,股票,*ST科新(600234.XSHG),买,市价单,13200股,2.96,39072,13200股,-,0,5,全部成交,2024-8-6 9:30
2024-8-6,9:30:00,股票,*ST恒立(000622.XSHE),买,市价单,21200股,1.84,39008,21200股,-,0,5,全部成交,2024-8-6 9:30
2024-8-6,9:30:00,股票,ST沪科(600608.XSHG),买,市价单,16100股,2.44,39284,16100股,-,0,5,全部成交,2024-8-6 9:30
2024-8-7,13:00:00,股票,ST沪科(600608.XSHG),卖,市价单,-16100股,2.54,-40894,-16100股,-,1610,25.45,全部成交,2024-8-7 13:00
2024-8-8,9:30:00,股票,ST百灵(002424.XSHE),买,市价单,11100股,3.68,40848,11100股,-,0,5,全部成交,2024-8-8 9:30
2024-8-8,13:00:00,股票,*ST博信(600083.XSHG),卖,市价单,-18900股,2.43,-45927,-18900股,-,7182,27.96,全部成交,2024-8-8 13:00
2024-8-9,9:30:00,股票,*ST中润(000506.XSHE),买,市价单,33000股,1.39,45870,33000股,-,0,5,全部成交,2024-8-9 9:30
2024-8-9,13:00:00,股票,*ST科新(600234.XSHG),卖,市价单,-13200股,3.22,-42504,-13200股,-,3432,26.25,全部成交,2024-8-9 13:00
2024-8-9,13:00:00,股票,*ST恒立(000622.XSHE),卖,市价单,-21200股,1.98,-41976,-21200股,-,2968,25.99,全部成交,2024-8-9 13:00
2024-8-9,13:00:00,股票,ST百灵(002424.XSHE),卖,市价单,-11100股,3.68,-40848,-11100股,-,0,25.42,全部成交,2024-8-9 13:00
2024-8-12,9:30:00,股票,ST中装(002822.XSHE),买,市价单,24400股,1.72,41968,24400股,-,0,5,全部成交,2024-8-12 9:30
2024-8-12,9:30:00,股票,*ST美讯(600898.XSHG),买,市价单,29800股,1.4,41720,29800股,-,0,5,全部成交,2024-8-12 9:30
2024-8-12,9:30:00,股票,ST三圣(002742.XSHE),买,市价单,16000股,2.6,41600,16000股,-,0,5,全部成交,2024-8-12 9:30
2024-8-13,13:00:00,股票,ST中装(002822.XSHE),卖,市价单,-24400股,1.78,-43432,-24400股,-,1464,26.72,全部成交,2024-8-13 13:00
2024-8-13,13:00:00,股票,ST三圣(002742.XSHE),卖,市价单,-16000股,2.68,-42880,-16000股,-,1280,26.44,全部成交,2024-8-13 13:00
2024-8-14,13:00:00,股票,*ST中润(000506.XSHE),卖,市价单,-33000股,1.35,-44550,-33000股,-,-1320,27.28,全部成交,2024-8-14 13:00
2024-8-15,9:30:00,股票,*ST恒立(000622.XSHE),买,市价单,22800股,1.91,43548,22800股,-,0,5,全部成交,2024-8-15 9:30
2024-8-15,9:30:00,股票,*ST金科(000656.XSHE),买,市价单,36900股,1.18,43542,36900股,-,0,5,全部成交,2024-8-15 9:30
2024-8-15,9:30:00,股票,*ST文投(600715.XSHG),买,市价单,24400股,1.78,43432,24400股,-,0,5,全部成交,2024-8-15 9:30
2024-8-16,13:00:00,股票,*ST美讯(600898.XSHG),卖,市价单,-29800股,1.44,-42912,-29800股,-,1192,26.46,全部成交,2024-8-16 13:00
2024-8-16,13:00:00,股票,*ST恒立(000622.XSHE),卖,市价单,-22800股,1.9,-43320,-22800股,-,-228,26.66,全部成交,2024-8-16 13:00
2024-8-16,13:00:00,股票,*ST文投(600715.XSHG),卖,市价单,-24400股,1.85,-45140,-24400股,-,1708,27.57,全部成交,2024-8-16 13:00
2024-8-16,14:55:00,股票,*ST金科(000656.XSHE),卖,市价单,-36900股,1.28,-47232,-36900股,-,3690,28.62,全部成交,2024-8-16 14:55
2024-8-19,9:30:00,股票,*ST通脉(603559.XSHG),买,市价单,8100股,5.48,44388,8100股,-,0,5,全部成交,2024-8-19 9:30
2024-8-21,9:30:00,股票,*ST宁科(600165.XSHG),买,市价单,22200股,2.01,44622,22200股,-,0,5,全部成交,2024-8-21 9:30
2024-8-21,9:30:00,股票,ST红太阳(000525.XSHE),买,市价单,5200股,8.62,44824,5200股,-,0,5,全部成交,2024-8-21 9:30
2024-8-21,9:30:00,股票,ST智知(603869.XSHG),买,市价单,9900股,4.51,44649,9900股,-,0,5,全部成交,2024-8-21 9:30
2024-8-22,13:00:00,股票,ST红太阳(000525.XSHE),卖,市价单,-5200股,8.83,-45916,-5200股,-,1092,27.96,全部成交,2024-8-22 13:00
2024-8-22,13:00:00,股票,ST智知(603869.XSHG),卖,市价单,-9900股,4.61,-45639,-9900股,-,990,27.82,全部成交,2024-8-22 13:00
2024-8-23,9:30:00,股票,*ST美讯(600898.XSHG),买,市价单,30700股,1.5,46050,30700股,-,0,5,全部成交,2024-8-23 9:30
2024-8-23,9:30:00,股票,*ST工智(000584.XSHE),买,市价单,26300股,1.74,45762,26300股,-,0,5,全部成交,2024-8-23 9:30
2024-8-23,13:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-22200股,2.24,-49728,-22200股,-,5106,29.86,全部成交,2024-8-23 13:00
2024-8-23,14:55:00,股票,*ST通脉(603559.XSHG),卖,市价单,-8100股,6.16,-49896,-8100股,-,5508,29.95,全部成交,2024-8-23 14:55
2024-8-26,9:30:00,股票,*ST宁科(600165.XSHG),买,市价单,22600股,2.2,49720,22600股,-,0,5,全部成交,2024-8-26 9:30
2024-8-26,9:30:00,股票,*ST同洲(002052.XSHE),买,市价单,27400股,1.82,49868,27400股,-,0,5,全部成交,2024-8-26 9:30
2024-8-27,13:00:00,股票,*ST美讯(600898.XSHG),卖,市价单,-0股,--,0,-30700股,-,0,0,已撤单,2024-8-27 13:00
2024-8-27,14:00:00,股票,*ST美讯(600898.XSHG),卖,市价单,-0股,--,0,-30700股,-,0,0,已撤单,2024-8-27 14:00
2024-8-27,14:55:00,股票,*ST美讯(600898.XSHG),卖,市价单,-0股,--,0,-30700股,-,0,0,已撤单,2024-8-27 14:55
2024-8-28,13:00:00,股票,*ST美讯(600898.XSHG),卖,市价单,-30700股,1.42,-43594,-30700股,-,-2456,26.8,全部成交,2024-8-28 13:00
2024-8-28,14:00:00,股票,*ST工智(000584.XSHE),卖,市价单,-26300股,2.08,-54704,-26300股,-,8942,32.82,全部成交,2024-8-28 14:00
2024-8-28,14:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-22600股,2.28,-51528,-22600股,-,1808,30.92,全部成交,2024-8-28 14:00
2024-8-29,9:30:00,股票,*ST九有(600462.XSHG),买,市价单,35100股,1.42,49842,35100股,-,0,5,全部成交,2024-8-29 9:30
2024-8-29,9:30:00,股票,ST沪科(600608.XSHG),买,市价单,18300股,2.72,49776,18300股,-,0,5,全部成交,2024-8-29 9:30
2024-8-29,9:30:00,股票,*ST中利(002309.XSHE),买,市价单,23900股,2.08,49712,23900股,-,0,5,全部成交,2024-8-29 9:30
2024-8-30,13:00:00,股票,*ST九有(600462.XSHG),卖,市价单,-35100股,1.42,-49842,-35100股,-,0,29.92,全部成交,2024-8-30 13:00
2024-8-30,13:00:00,股票,ST沪科(600608.XSHG),卖,市价单,-18300股,2.76,-50508,-18300股,-,732,30.3,全部成交,2024-8-30 13:00
2024-8-30,14:00:00,股票,*ST同洲(002052.XSHE),卖,市价单,-27400股,2.33,-63842,-27400股,-,13974,38.31,全部成交,2024-8-30 14:00
2024-8-30,14:00:00,股票,*ST中利(002309.XSHE),卖,市价单,-23900股,2.1,-50190,-23900股,-,478,30.11,全部成交,2024-8-30 14:00
2024-9-2,9:30:00,股票,ST加加(002650.XSHE),买,市价单,23300股,2.3,53590,23300股,-,0,5.36,全部成交,2024-9-2 9:30
2024-9-3,9:30:00,股票,ST中装(002822.XSHE),买,市价单,28900股,1.86,53754,28900股,-,0,5.38,全部成交,2024-9-3 9:30
