日期,委托时间,品种,股票代码,买卖类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2024-9-3,9:30:00,股票,ST墨龙(002490.XSHE),买,市价单,25300股,2.12,53636,25300股,-,0,5.36,全部成交,2024-9-3 9:30
2024-9-3,9:30:00,股票,ST金一(002721.XSHE),买,市价单,24500股,2.18,53410,24500股,-,0,5.34,全部成交,2024-9-3 9:30
2024-9-3,13:00:00,股票,ST加加(002650.XSHE),卖,市价单,-23300股,2.22,-51726,-23300股,-,-1864,31.04,全部成交,2024-9-3 13:00
2024-9-4,9:30:00,股票,ST百利(603959.XSHG),买,市价单,27900股,1.86,51894,27900股,-,0,5.19,全部成交,2024-9-4 9:30
2024-9-4,13:00:00,股票,ST金一(002721.XSHE),卖,市价单,-24500股,2.34,-57330,-24500股,-,3920,34.4,全部成交,2024-9-4 13:00
2024-9-4,14:00:00,股票,ST中装(002822.XSHE),卖,市价单,-28900股,1.78,-51442,-28900股,-,-2312,30.87,全部成交,2024-9-4 14:00
2024-9-5,9:30:00,股票,*ST合泰(002217.XSHE),买,市价单,40200股,1.36,54672,40200股,-,0,5.47,全部成交,2024-9-5 9:30
2024-9-5,9:30:00,股票,*ST东园(002310.XSHE),买,市价单,39300股,1.38,54234,39300股,-,0,5.42,全部成交,2024-9-5 9:30
2024-9-6,13:00:00,股票,ST墨龙(002490.XSHE),卖,市价单,-25300股,1.96,-49588,-25300股,-,-4048,29.79,全部成交,2024-9-6 13:00
2024-9-6,13:00:00,股票,*ST合泰(002217.XSHE),卖,市价单,-40200股,1.46,-58692,-40200股,-,4020,35.22,全部成交,2024-9-6 13:00
2024-9-6,13:00:00,股票,*ST东园(002310.XSHE),卖,市价单,-39300股,1.42,-55806,-39300股,-,1572,33.48,全部成交,2024-9-6 13:00
2024-9-6,14:55:00,股票,ST百利(603959.XSHG),卖,市价单,-27900股,1.88,-52452,-27900股,-,558,31.47,全部成交,2024-9-6 14:55
2024-9-9,9:30:00,股票,*ST合泰(002217.XSHE),买,市价单,36500股,1.48,54020,36500股,-,0,5.4,全部成交,2024-9-9 9:30
2024-9-9,9:30:00,股票,ST通葡(600365.XSHG),买,市价单,21100股,2.56,54016,21100股,-,0,5.4,全部成交,2024-9-9 9:30
2024-9-9,9:30:00,股票,*ST文投(600715.XSHG),买,市价单,28500股,1.89,53865,28500股,-,0,5.39,全部成交,2024-9-9 9:30
2024-9-10,9:30:00,股票,ST英飞拓(002528.XSHE),买,市价单,22200股,2.44,54168,22200股,-,0,5.42,全部成交,2024-9-10 9:30
2024-9-10,13:00:00,股票,*ST文投(600715.XSHG),卖,市价单,-28500股,1.88,-53580,-28500股,-,-285,32.15,全部成交,2024-9-10 13:00
2024-9-11,9:30:00,股票,ST升达(002259.XSHE),买,市价单,20500股,2.6,53300,20500股,-,0,5.33,全部成交,2024-9-11 9:30
2024-9-11,13:00:00,股票,*ST合泰(002217.XSHE),卖,市价单,-0股,--,0,-36500股,-,0,0,已撤单,2024-9-11 13:00
2024-9-11,13:00:00,股票,ST通葡(600365.XSHG),卖,市价单,-21100股,2.45,-51695,-21100股,-,-2321,31.02,全部成交,2024-9-11 13:00
2024-9-11,14:00:00,股票,*ST合泰(002217.XSHE),卖,市价单,-0股,--,0,-36500股,-,0,0,已撤单,2024-9-11 14:00
2024-9-11,14:55:00,股票,*ST合泰(002217.XSHE),卖,市价单,-0股,--,0,-36500股,-,0,0,已撤单,2024-9-11 14:55
2024-9-12,9:30:00,股票,*ST文投(600715.XSHG),买,市价单,27400股,1.89,51786,27400股,-,0,5.18,全部成交,2024-9-12 9:30
2024-9-12,13:00:00,股票,ST英飞拓(002528.XSHE),卖,市价单,-22200股,2.34,-51948,-22200股,-,-2220,31.17,全部成交,2024-9-12 13:00
2024-9-12,13:00:00,股票,ST升达(002259.XSHE),卖,市价单,-20500股,2.62,-53710,-20500股,-,410,32.23,全部成交,2024-9-12 13:00
2024-9-13,13:00:00,股票,*ST合泰(002217.XSHE),卖,市价单,-36500股,1.31,-47815,-36500股,-,-6205,28.91,全部成交,2024-9-13 13:00
2024-9-13,13:00:00,股票,*ST文投(600715.XSHG),卖,市价单,-27400股,1.88,-51512,-27400股,-,-274,30.91,全部成交,2024-9-13 13:00
2024-9-18,9:30:00,股票,ST中装(002822.XSHE),买,市价单,25800股,1.98,51084,25800股,-,0,5.11,全部成交,2024-9-18 9:30
2024-9-18,9:30:00,股票,ST通葡(600365.XSHG),买,市价单,20000股,2.55,51000,20000股,-,0,5.1,全部成交,2024-9-18 9:30
2024-9-19,13:00:00,股票,ST中装(002822.XSHE),卖,市价单,-25800股,2.02,-52116,-25800股,-,1032,31.27,全部成交,2024-9-19 13:00
2024-9-19,13:00:00,股票,ST通葡(600365.XSHG),卖,市价单,-20000股,2.56,-51200,-20000股,-,200,30.72,全部成交,2024-9-19 13:00
2024-9-20,9:30:00,股票,ST起步(603557.XSHG),买,市价单,25500股,2.02,51510,25500股,-,0,5.15,全部成交,2024-9-20 9:30
2024-9-23,9:30:00,股票,ST中装(002822.XSHE),买,市价单,25700股,2,51400,25700股,-,0,5.14,全部成交,2024-9-23 9:30
2024-9-23,9:30:00,股票,*ST围海(002586.XSHE),买,市价单,29200股,1.76,51392,29200股,-,0,5.14,全部成交,2024-9-23 9:30
2024-9-24,13:00:00,股票,ST中装(002822.XSHE),卖,市价单,-25700股,2.04,-52428,-25700股,-,1028,31.46,全部成交,2024-9-24 13:00
2024-9-25,9:30:00,股票,ST聆达(300125.XSHE),买,市价单,10800股,4.82,52056,10800股,-,0,5.21,全部成交,2024-9-25 9:30
2024-9-25,14:00:00,股票,ST起步(603557.XSHG),卖,市价单,-25500股,2.04,-52020,-25500股,-,510,31.21,全部成交,2024-9-25 14:00
2024-9-26,9:30:00,股票,ST盛屯(600711.XSHG),买,市价单,13700股,3.8,52060,13700股,-,0,5.21,全部成交,2024-9-26 9:30
2024-9-26,13:00:00,股票,*ST围海(002586.XSHE),卖,市价单,-29200股,1.84,-53728,-29200股,-,2336,32.24,全部成交,2024-9-26 13:00
2024-9-26,13:00:00,股票,ST聆达(300125.XSHE),卖,市价单,-10800股,4.99,-53892,-10800股,-,1836,32.34,全部成交,2024-9-26 13:00
2024-9-27,9:30:00,股票,*ST中迪(000609.XSHE),买,市价单,26600股,2,53200,26600股,-,0,5.32,全部成交,2024-9-27 9:30
2024-9-27,9:30:00,股票,ST明诚(600136.XSHG),买,市价单,37700股,1.41,53157,37700股,-,0,5.32,全部成交,2024-9-27 9:30
2024-9-27,9:30:00,股票,*ST金时(002951.XSHE),买,市价单,9300股,5.68,52824,9300股,-,0,5.28,全部成交,2024-9-27 9:30
2024-9-27,14:00:00,股票,ST盛屯(600711.XSHG),卖,市价单,-13700股,4.11,-56307,-13700股,-,4247,33.78,全部成交,2024-9-27 14:00
2024-9-30,9:30:00,股票,*ST文投(600715.XSHG),买,市价单,27600股,2.05,56580,27600股,-,0,5.66,全部成交,2024-9-30 9:30
2024-9-30,13:00:00,股票,*ST中迪(000609.XSHE),卖,市价单,-26600股,2.02,-53732,-26600股,-,532,32.24,全部成交,2024-9-30 13:00
2024-9-30,13:00:00,股票,ST明诚(600136.XSHG),卖,市价单,-37700股,1.46,-55042,-37700股,-,1885,33.03,全部成交,2024-9-30 13:00
2024-10-8,13:00:00,股票,*ST金时(002951.XSHE),卖,市价单,-9300股,5.82,-54126,-9300股,-,1302,32.48,全部成交,2024-10-8 13:00
2024-10-8,14:00:00,股票,*ST文投(600715.XSHG),卖,市价单,-27600股,1.98,-54648,-27600股,-,-1932,32.79,全部成交,2024-10-8 14:00
2024-10-9,9:30:00,股票,ST广网(600831.XSHG),买,市价单,23300股,2.34,54522,23300股,-,0,5.45,全部成交,2024-10-9 9:30
2024-10-9,9:30:00,股票,ST盛屯(600711.XSHG),买,市价单,12500股,4.34,54250,12500股,-,0,5.42,全部成交,2024-10-9 9:30
2024-10-9,9:30:00,股票,ST墨龙(002490.XSHE),买,市价单,24300股,2.24,54432,24300股,-,0,5.44,全部成交,2024-10-9 9:30
2024-10-9,9:30:00,股票,*ST威帝(603023.XSHG),买,市价单,25300股,2.14,54142,25300股,-,0,5.41,全部成交,2024-10-9 9:30
2024-10-10,13:00:00,股票,*ST威帝(603023.XSHG),卖,市价单,-25300股,2.04,-51612,-25300股,-,-2530,30.97,全部成交,2024-10-10 13:00
2024-10-11,9:30:00,股票,ST华微(600360.XSHG),买,市价单,13900股,3.7,51430,13900股,-,0,5.14,全部成交,2024-10-11 9:30
2024-10-11,13:00:00,股票,ST盛屯(600711.XSHG),卖,市价单,-12500股,4.18,-52250,-12500股,-,-2000,31.35,全部成交,2024-10-11 13:00
2024-10-11,13:00:00,股票,ST墨龙(002490.XSHE),卖,市价单,-24300股,2.16,-52488,-24300股,-,-1944,31.49,全部成交,2024-10-11 13:00
2024-10-11,14:55:00,股票,ST广网(600831.XSHG),卖,市价单,-23300股,2.24,-52192,-23300股,-,-2330,31.32,全部成交,2024-10-11 14:55
2024-10-14,9:30:00,股票,*ST通脉(603559.XSHG),买,市价单,6600股,7.9,52140,6600股,-,0,5.21,全部成交,2024-10-14 9:30
2024-10-14,9:30:00,股票,ST金一(002721.XSHE),买,市价单,18500股,2.82,52170,18500股,-,0,5.22,全部成交,2024-10-14 9:30
2024-10-14,13:00:00,股票,ST华微(600360.XSHG),卖,市价单,-13900股,3.74,-51986,-13900股,-,556,31.19,全部成交,2024-10-14 13:00
2024-10-15,13:00:00,股票,*ST通脉(603559.XSHG),卖,市价单,-6600股,8.03,-52998,-6600股,-,858,31.8,全部成交,2024-10-15 13:00
2024-10-15,13:00:00,股票,ST金一(002721.XSHE),卖,市价单,-18500股,2.98,-55130,-18500股,-,2960,33.08,全部成交,2024-10-15 13:00
2024-10-16,9:30:00,股票,*ST花王(603007.XSHG),买,市价单,7100股,7.46,52966,7100股,-,0,5.3,全部成交,2024-10-16 9:30
2024-10-17,9:30:00,股票,ST美谷(000615.XSHE),买,市价单,24600股,2.16,53136,24600股,-,0,5.31,全部成交,2024-10-17 9:30
2024-10-17,9:30:00,股票,ST加加(002650.XSHE),买,市价单,23500股,2.26,53110,23500股,-,0,5.31,全部成交,2024-10-17 9:30
2024-10-17,9:30:00,股票,*ST科新(600234.XSHG),买,市价单,16300股,3.26,53138,16300股,-,0,5.31,全部成交,2024-10-17 9:30
2024-10-17,13:00:00,股票,*ST花王(603007.XSHG),卖,市价单,-7100股,7.76,-55096,-7100股,-,2130,33.06,全部成交,2024-10-17 13:00
2024-10-18,9:30:00,股票,ST金一(002721.XSHE),买,市价单,18500股,3,55500,18500股,-,0,5.55,全部成交,2024-10-18 9:30
2024-10-18,13:00:00,股票,ST加加(002650.XSHE),卖,市价单,-23500股,2.28,-53580,-23500股,-,470,32.15,全部成交,2024-10-18 13:00
2024-10-21,9:30:00,股票,ST恒久(002808.XSHE),买,市价单,24500股,2.18,53410,24500股,-,0,5.34,全部成交,2024-10-21 9:30
2024-10-21,13:00:00,股票,ST美谷(000615.XSHE),卖,市价单,-24600股,2.06,-50676,-24600股,-,-2460,30.41,全部成交,2024-10-21 13:00
2024-10-21,13:00:00,股票,ST金一(002721.XSHE),卖,市价单,-18500股,3.06,-56610,-18500股,-,1110,33.97,全部成交,2024-10-21 13:00
2024-10-21,14:00:00,股票,*ST科新(600234.XSHG),卖,市价单,-16300股,3.28,-53464,-16300股,-,326,32.08,全部成交,2024-10-21 14:00
2024-10-22,9:30:00,股票,ST宇顺(002289.XSHE),买,市价单,16000股,3.34,53440,16000股,-,0,5.34,全部成交,2024-10-22 9:30
2024-10-22,13:00:00,股票,ST恒久(002808.XSHE),卖,市价单,-24500股,2.22,-54390,-24500股,-,980,32.63,全部成交,2024-10-22 13:00
2024-10-23,9:30:00,股票,*ST农尚(300536.XSHE),买,市价单,8000股,6.72,53760,8000股,-,0,5.38,全部成交,2024-10-23 9:30
2024-10-23,9:30:00,股票,ST沪科(600608.XSHG),买,市价单,18500股,2.9,53650,18500股,-,0,5.36,全部成交,2024-10-23 9:30
2024-10-23,9:30:00,股票,ST目药(600671.XSHG),买,市价单,6400股,8.39,53696,6400股,-,0,5.37,全部成交,2024-10-23 9:30
2024-10-23,14:55:00,股票,ST宇顺(002289.XSHE),卖,市价单,-16000股,3.49,-55840,-16000股,-,2400,33.5,全部成交,2024-10-23 14:55
2024-10-24,9:30:00,股票,ST盛屯(600711.XSHG),买,市价单,11800股,4.76,56168,11800股,-,0,5.62,全部成交,2024-10-24 9:30
2024-10-24,13:00:00,股票,*ST农尚(300536.XSHE),卖,市价单,-8000股,7.48,-59840,-8000股,-,6080,35.9,全部成交,2024-10-24 13:00
2024-10-24,13:00:00,股票,ST目药(600671.XSHG),卖,市价单,-6400股,8.41,-53824,-6400股,-,128,32.29,全部成交,2024-10-24 13:00
2024-10-25,9:30:00,股票,ST百利(603959.XSHG),买,市价单,27100股,2.1,56910,27100股,-,0,5.69,全部成交,2024-10-25 9:30
2024-10-25,9:30:00,股票,ST元成(603388.XSHG),买,市价单,27100股,2.1,56910,27100股,-,0,5.69,全部成交,2024-10-25 9:30
2024-10-25,13:00:00,股票,ST沪科(600608.XSHG),卖,市价单,-18500股,3.18,-58830,-18500股,-,5180,35.3,全部成交,2024-10-25 13:00
2024-10-25,13:00:00,股票,ST盛屯(600711.XSHG),卖,市价单,-11800股,5,-59000,-11800股,-,2832,35.4,全部成交,2024-10-25 13:00
2024-10-28,9:30:00,股票,*ST景峰(000908.XSHE),买,市价单,12500股,4.72,59000,12500股,-,0,5.9,全部成交,2024-10-28 9:30
2024-10-28,9:30:00,股票,*ST鹏博(600804.XSHG),买,市价单,39400股,1.5,59100,39400股,-,0,5.91,全部成交,2024-10-28 9:30
2024-10-29,13:00:00,股票,ST元成(603388.XSHG),卖,市价单,-27100股,2.26,-61246,-27100股,-,4336,36.75,全部成交,2024-10-29 13:00
2024-10-30,9:30:00,股票,ST恒久(002808.XSHE),买,市价单,22400股,2.72,60928,22400股,-,0,6.09,全部成交,2024-10-30 9:30
2024-10-31,13:00:00,股票,*ST鹏博(600804.XSHG),卖,市价单,-39400股,1.54,-60676,-39400股,-,1576,36.41,全部成交,2024-10-31 13:00
2024-10-31,13:00:00,股票,ST恒久(002808.XSHE),卖,市价单,-22400股,2.84,-63616,-22400股,-,2688,38.17,全部成交,2024-10-31 13:00
2024-11-1,9:30:00,股票,*ST中迪(000609.XSHE),买,市价单,26500股,2.34,62010,26500股,-,0,6.2,全部成交,2024-11-1 9:30
2024-11-1,9:30:00,股票,ST高鸿(000851.XSHE),买,市价单,19800股,3.14,62172,19800股,-,0,6.22,全部成交,2024-11-1 9:30
2024-11-1,13:00:00,股票,ST百利(603959.XSHG),卖,市价单,-27100股,2.6,-70460,-27100股,-,13550,42.28,全部成交,2024-11-1 13:00
2024-11-1,13:00:00,股票,*ST景峰(000908.XSHE),卖,市价单,-12500股,5.12,-64000,-12500股,-,5000,38.4,全部成交,2024-11-1 13:00
2024-11-4,9:30:00,股票,ST东时(603377.XSHG),买,市价单,35300股,1.9,67070,35300股,-,0,6.71,全部成交,2024-11-4 9:30
2024-11-4,9:30:00,股票,*ST信通(600289.XSHG),买,市价单,39700股,1.69,67093,39700股,-,0,6.71,全部成交,2024-11-4 9:30
2024-11-5,14:00:00,股票,ST高鸿(000851.XSHE),卖,市价单,-19800股,3.14,-62172,-19800股,-,0,37.3,全部成交,2024-11-5 14:00
2024-11-5,14:00:00,股票,*ST信通(600289.XSHG),卖,市价单,-39700股,1.7,-67490,-39700股,-,397,40.49,全部成交,2024-11-5 14:00
2024-11-6,9:30:00,股票,ST曙光(600303.XSHG),买,市价单,22300股,2.9,64670,22300股,-,0,6.47,全部成交,2024-11-6 9:30
2024-11-6,9:30:00,股票,*ST文投(600715.XSHG),买,市价单,28200股,2.3,64860,28200股,-,0,6.49,全部成交,2024-11-6 9:30
2024-11-6,13:00:00,股票,*ST中迪(000609.XSHE),卖,市价单,-26500股,2.52,-66780,-26500股,-,4770,40.07,全部成交,2024-11-6 13:00
2024-11-6,14:00:00,股票,ST东时(603377.XSHG),卖,市价单,-35300股,2.22,-78366,-35300股,-,11296,47.02,全部成交,2024-11-6 14:00
2024-11-7,9:30:00,股票,*ST中迪(000609.XSHE),买,市价单,30500股,2.38,72590,30500股,-,0,7.26,全部成交,2024-11-7 9:30
2024-11-7,9:30:00,股票,ST金鸿(000669.XSHE),买,市价单,41700股,1.74,72558,41700股,-,0,7.26,全部成交,2024-11-7 9:30
2024-11-7,13:00:00,股票,ST曙光(600303.XSHG),卖,市价单,-22300股,3.04,-67792,-22300股,-,3122,40.68,全部成交,2024-11-7 13:00
2024-11-7,14:00:00,股票,*ST文投(600715.XSHG),卖,市价单,-28200股,2.33,-65706,-28200股,-,846,39.42,全部成交,2024-11-7 14:00
2024-11-8,9:30:00,股票,ST锦港(600190.XSHG),买,市价单,37000股,1.8,66600,37000股,-,0,6.66,全部成交,2024-11-8 9:30
2024-11-8,9:30:00,股票,*ST宁科(600165.XSHG),买,市价单,32500股,2.05,66625,32500股,-,0,6.66,全部成交,2024-11-8 9:30
2024-11-8,13:00:00,股票,*ST中迪(000609.XSHE),卖,市价单,-30500股,2.42,-73810,-30500股,-,1220,44.29,全部成交,2024-11-8 13:00
2024-11-8,13:00:00,股票,ST金鸿(000669.XSHE),卖,市价单,-41700股,1.8,-75060,-41700股,-,2502,45.04,全部成交,2024-11-8 13:00
2024-11-11,9:30:00,股票,ST永悦(603879.XSHG),买,市价单,19600股,3.8,74480,19600股,-,0,7.45,全部成交,2024-11-11 9:30
2024-11-11,9:30:00,股票,*ST九有(600462.XSHG),买,市价单,49600股,1.5,74400,49600股,-,0,7.44,全部成交,2024-11-11 9:30
2024-11-12,13:00:00,股票,*ST宁科(600165.XSHG),卖,市价单,-32500股,2.32,-75400,-32500股,-,8775,45.24,全部成交,2024-11-12 13:00
2024-11-12,13:00:00,股票,*ST九有(600462.XSHG),卖,市价单,-49600股,1.58,-78368,-49600股,-,3968,47.02,全部成交,2024-11-12 13:00
2024-11-12,14:00:00,股票,ST锦港(600190.XSHG),卖,市价单,-37000股,1.94,-71780,-37000股,-,5180,43.07,全部成交,2024-11-12 14:00
2024-11-12,14:55:00,股票,ST永悦(603879.XSHG),卖,市价单,-19600股,4.11,-80556,-19600股,-,6076,48.33,全部成交,2024-11-12 14:55
2024-11-13,9:30:00,股票,ST凯文(002425.XSHE),买,市价单,31200股,2.46,76752,31200股,-,0,7.68,全部成交,2024-11-13 9:30
2024-11-13,9:30:00,股票,ST元成(603388.XSHG),买,市价单,27000股,2.84,76680,27000股,-,0,7.67,全部成交,2024-11-13 9:30
2024-11-13,9:30:00,股票,*ST贤丰(002141.XSHE),买,市价单,48400股,1.58,76472,48400股,-,0,7.65,全部成交,2024-11-13 9:30
2024-11-13,9:30:00,股票,ST永悦(603879.XSHG),买,市价单,19300股,3.94,76042,19300股,-,0,7.6,全部成交,2024-11-13 9:30
2024-11-14,13:00:00,股票,ST凯文(002425.XSHE),卖,市价单,-31200股,2.5,-78000,-31200股,-,1248,46.8,全部成交,2024-11-14 13:00
2024-11-14,13:00:00,股票,*ST贤丰(002141.XSHE),卖,市价单,-48400股,1.61,-77924,-48400股,-,1452,46.75,全部成交,2024-11-14 13:00
2024-11-14,13:00:00,股票,ST永悦(603879.XSHG),卖,市价单,-19300股,4.06,-78358,-19300股,-,2316,47.01,全部成交,2024-11-14 13:00
2024-11-15,9:30:00,股票,ST高鸿(000851.XSHE),买,市价单,20100股,3.88,77988,20100股,-,0,7.8,全部成交,2024-11-15 9:30
2024-11-15,9:30:00,股票,ST美谷(000615.XSHE),买,市价单,28300股,2.76,78108,28300股,-,0,7.81,全部成交,2024-11-15 9:30
2024-11-15,13:00:00,股票,ST元成(603388.XSHG),卖,市价单,-27000股,2.64,-71280,-27000股,-,-5400,42.77,全部成交,2024-11-15 13:00
2024-11-18,9:30:00,股票,ST柯利达(603828.XSHG),买,市价单,22200股,3.36,74592,22200股,-,0,7.46,全部成交,2024-11-18 9:30
2024-11-18,9:30:00,股票,*ST九有(600462.XSHG),买,市价单,49100股,1.52,74632,49100股,-,0,7.46,全部成交,2024-11-18 9:30
2024-11-20,13:00:00,股票,ST柯利达(603828.XSHG),卖,市价单,-22200股,3.24,-71928,-22200股,-,-2664,43.16,全部成交,2024-11-20 13:00
2024-11-20,14:00:00,股票,*ST九有(600462.XSHG),卖,市价单,-49100股,1.52,-74632,-49100股,-,0,44.78,全部成交,2024-11-20 14:00
2024-11-21,13:00:00,股票,ST高鸿(000851.XSHE),卖,市价单,-20100股,3.8,-76380,-20100股,-,-1608,45.83,全部成交,2024-11-21 13:00
2024-11-22,9:30:00,股票,*ST东园(002310.XSHE),买,市价单,29700股,2.5,74250,29700股,-,0,7.43,全部成交,2024-11-22 9:30
2024-11-22,9:30:00,股票,ST西发(000752.XSHE),买,市价单,9100股,8.17,74347,9100股,-,0,7.43,全部成交,2024-11-22 9:30
2024-11-22,9:30:00,股票,*ST金科(000656.XSHE),买,市价单,43700股,1.7,74290,43700股,-,0,7.43,全部成交,2024-11-22 9:30
2024-11-25,13:00:00,股票,ST西发(000752.XSHE),卖,市价单,-9100股,8.49,-77259,-9100股,-,2912,46.36,全部成交,2024-11-25 13:00
2024-11-25,14:55:00,股票,*ST金科(000656.XSHE),卖,市价单,-43700股,1.64,-71668,-43700股,-,-2622,43,全部成交,2024-11-25 14:55
2024-11-27,13:00:00,股票,ST美谷(000615.XSHE),卖,市价单,-28300股,3.48,-98484,-28300股,-,20376,59.09,全部成交,2024-11-27 13:00
2024-11-28,9:30:00,股票,ST中装(002822.XSHE),买,市价单,20800股,3.96,82368,20800股,-,0,8.24,全部成交,2024-11-28 9:30
2024-11-28,9:30:00,股票,ST惠程(002168.XSHE),买,市价单,29100股,2.84,82644,29100股,-,0,8.26,全部成交,2024-11-28 9:30
2024-11-28,9:30:00,股票,*ST科新(600234.XSHG),买,市价单,16200股,5.08,82296,16200股,-,0,8.23,全部成交,2024-11-28 9:30
2024-11-29,13:00:00,股票,*ST东园(002310.XSHE),卖,市价单,-29700股,2.22,-65934,-29700股,-,-8316,39.56,全部成交,2024-11-29 13:00
2024-11-29,13:00:00,股票,ST中装(002822.XSHE),卖,市价单,-20800股,4.01,-83408,-20800股,-,1040,50.04,全部成交,2024-11-29 13:00
2024-11-29,13:00:00,股票,*ST科新(600234.XSHG),卖,市价单,-16200股,5.11,-82782,-16200股,-,486,49.67,全部成交,2024-11-29 13:00
2024-12-2,9:30:00,股票,ST美谷(000615.XSHE),买,市价单,20700股,3.74,77418,20700股,-,0,7.74,全部成交,2024-12-2 9:30
2024-12-2,9:30:00,股票,ST元成(603388.XSHG),买,市价单,27000股,2.86,77220,27000股,-,0,7.72,全部成交,2024-12-2 9:30
2024-12-2,9:30:00,股票,ST恒久(002808.XSHE),买,市价单,20500股,3.78,77490,20500股,-,0,7.75,全部成交,2024-12-2 9:30
2024-12-3,13:00:00,股票,ST惠程(002168.XSHE),卖,市价单,-29100股,2.84,-82644,-29100股,-,0,49.59,全部成交,2024-12-3 13:00
2024-12-3,13:00:00,股票,ST美谷(000615.XSHE),卖,市价单,-20700股,4.18,-86526,-20700股,-,9108,51.92,全部成交,2024-12-3 13:00
2024-12-3,13:00:00,股票,ST元成(603388.XSHG),卖,市价单,-27000股,3.04,-82080,-27000股,-,4860,49.25,全部成交,2024-12-3 13:00
